Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2022-08-13,Yin-Yang,5.10d,"P1 lap. Amazing pitch ",https://www.mountainproject.com/route/107201090/yin-yang,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > N. Sentinel Creek Area",3.7,4,TR,,Trad,,120,3500
2022-08-08,Goldielocks,5.10-,"Led again as cooldown",https://www.mountainproject.com/route/119752818/goldielocks,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > The Gold Wall",2.9,3,Lead,Redpoint,Sport,,100,2700
2022-08-08,Goldielocks,5.10-,,https://www.mountainproject.com/route/119752818/goldielocks,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > The Gold Wall",2.9,3,Lead,Onsight,Sport,,100,2700
2022-08-08,"Gold Fever",5.10+,,https://www.mountainproject.com/route/106509866/gold-fever,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > The Gold Wall",3.1,3,Lead,Onsight,Sport,,,3300
2022-08-08,"Warm Up",5.10a,"First pitch good, second garbage. Skipped the 3rd",https://www.mountainproject.com/route/112136531/warm-up,2,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > The Gold Wall",2.4,2,Lead,Onsight,Trad,,230,2600
2022-08-08,"Proud Arete",5.10c,"So good I did 3 top rope laps in a row!",https://www.mountainproject.com/route/106509874/proud-arete,3,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > The Gold Wall",3.8,4,TR,,Trad,,120,3200
2022-08-08,"Proud Arete",5.10c,,https://www.mountainproject.com/route/106509874/proud-arete,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > The Gold Wall",3.8,4,Lead,Onsight,Trad,,120,3200
2022-08-06,Shagadelic,5.8,"Anniversary climb with ashley! Middle 2 pitches are 4*

Definitely worth topping out to crag at the wart!!! It looks like incredible climbing there",https://www.mountainproject.com/route/106222444/shagadelic,4,"California > Yosemite National Park > Tuolumne Meadows > Medlicott Dome > West Face, Center",3.0,3,Lead,Onsight,Trad,,500,2100
2022-08-03,"Twitch  (easy start)",5.11a,,https://www.mountainproject.com/route/109341291/twitch-easy-start,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall",2.6,2,Lead,Onsight,"Sport, TR",,75,4600
2022-08-03,"Becky Route",5.9+,Warmup,https://www.mountainproject.com/route/106808844/becky-route,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.0,1,Lead,Redpoint,Sport,,100,2500
2022-08-03,"Burning Inside",5.11c,"Exhausted lap. Tr after onsight, a few falls on this go around",https://www.mountainproject.com/route/106468668/burning-inside,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall",3.5,3,TR,,Sport,,100,5200
2022-08-03,"Burning Inside",5.11c,,https://www.mountainproject.com/route/106468668/burning-inside,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall",3.5,3,Lead,Onsight,Sport,,100,5200
2022-08-02,"Nice Jugs",5.9+,Repeat,https://www.mountainproject.com/route/105971528/nice-jugs,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven",3.0,2,Lead,Redpoint,Sport,,90,2500
2022-08-02,"Lava Haul",5.10a,Cooldown,https://www.mountainproject.com/route/105972941/lava-haul,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven",3.7,4,TR,,Sport,,110,2600
2022-08-02,"Dr. Evil",5.10a,"Actually dr evil ",https://www.mountainproject.com/route/106446253/dr-evil,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.5,2,Lead,Onsight,Sport,,130,2600
2022-08-02,"Dr. Evil",5.10a,"“Evil jumblies” variation ",https://www.mountainproject.com/route/106446253/dr-evil,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.5,2,Lead,Onsight,Sport,,130,2600
2022-08-02,"Flex Your Head",5.11d,"Fell at crux ",https://www.mountainproject.com/route/105843297/flex-your-head,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.8,3,Lead,Fell/Hung,Sport,5.11d,80,5500
2022-08-02,"Flex Your Head",5.11d,"First go. Fell at 4th, 5th; and second to last",https://www.mountainproject.com/route/105843297/flex-your-head,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.8,3,Lead,Fell/Hung,Sport,5.11d,80,5500
2022-08-02,Grindrite,5.11b,"So good had to lap it! No falls",https://www.mountainproject.com/route/105911420/grindrite,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.9,3,TR,,Sport,,100,4900
2022-08-02,Grindrite,5.11b,"Wow! So freaking good. Like so good ",https://www.mountainproject.com/route/105911420/grindrite,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.9,3,Lead,Onsight,Sport,,100,4900
2022-07-30,"Keystone Corner",5.8,5.8,https://www.mountainproject.com/route/105874446/keystone-corner,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Au. Five and Dime Cliff",2.8,2,Lead,Onsight,Trad,,80,2100
2022-07-30,"Keystone Corner",5.8,"5.9. Wayyyyy better finish ",https://www.mountainproject.com/route/105874446/keystone-corner,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Au. Five and Dime Cliff",2.8,2,TR,,Trad,,80,2100
2022-07-30,Mockery,5.8,"2x lead repeats. With ashley",https://www.mountainproject.com/route/105974243/mockery,2,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Au. Five and Dime Cliff",3.2,3,Lead,Redpoint,Sport,,70,2100
2022-07-28,"After Six",5.7,"After 7 start. With Jocelyn ",https://www.mountainproject.com/route/105862639/after-six,4,"California > Yosemite National Park > Yosemite Valley > Valley North Side > C. El Cap Picnic Area (Eagle Creek) > 5. Manure Pile Buttress (aka Ranger Rock)",2.9,3,Lead,Redpoint,Trad,,600,1800
2022-07-28,"After Seven",5.8,"With jocelyn",https://www.mountainproject.com/route/105874735/after-seven,1,"California > Yosemite National Park > Yosemite Valley > Valley North Side > C. El Cap Picnic Area (Eagle Creek) > 5. Manure Pile Buttress (aka Ranger Rock)",3.1,3,Lead,Redpoint,Trad,,115,2100
2022-07-26,"Fishhook Arête",5.9,"Had to bail at the notch. Hail and thuunderstorm",https://www.mountainproject.com/route/105802684/fishhook-arete,4,"California > High Sierra > 14 - Whitney & Surrounding Peaks > Mt. Russell",3.8,3,Lead,Onsight,"Trad, Alpine",5.8,1000,2400
2022-07-25,"Double Dog Dare",5.11c,,https://www.mountainproject.com/route/106831631/double-dog-dare,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.4,2,Lead,Onsight,Sport,,115,5200
2022-07-25,"Becky Route",5.9+,Redpoint,https://www.mountainproject.com/route/106808844/becky-route,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.0,1,Lead,Redpoint,Sport,,100,2500
2022-07-25,"Boldly Departed",5.11b,"Day flash",https://www.mountainproject.com/route/107062932/boldly-departed,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.5,3,Lead,Redpoint,Sport,,100,4900
2022-07-25,"The Toiler",5.12a,"Utterly baffling. Onsighted through bolt 16. Thought that was 12a. Then just utterly blank at bolt 16",https://www.mountainproject.com/route/108090011/the-toiler,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.9,-1,Lead,Fell/Hung,Sport,,300,6600
2022-07-25,"The Megaplex",5.11c,"3rd go. 4th bolt baffled me briefly! 1 or star p1",https://www.mountainproject.com/route/106475926/the-megaplex,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.7,-1,Lead,Redpoint,Sport,,300,5200
2022-07-22,"Gala Tumble",5.10d,,https://www.mountainproject.com/route/105985578/gala-tumble,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.4,2,Lead,Onsight,Sport,,105,3500
2022-07-20,Sideshow,5.10a,"One for the road ",https://www.mountainproject.com/route/106807108/sideshow,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.5,3,TR,,Sport,,100,2600
2022-07-20,Sideshow,5.10a,,https://www.mountainproject.com/route/106807108/sideshow,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.5,3,Lead,Onsight,Sport,,100,2600
2022-07-20,"He She",5.10b,,https://www.mountainproject.com/route/106807095/he-she,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.6,4,Lead,Onsight,Sport,,130,2900
2022-07-19,"Notorious B.E.G., The",5.11c,"2nd go send. Short but sweet",https://www.mountainproject.com/route/107210577/notorious-beg-the,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.0,2,Lead,Redpoint,Sport,,80,5200
2022-07-19,"Notorious B.E.G., The",5.11c,"Hard crux for 5.11c!",https://www.mountainproject.com/route/107210577/notorious-beg-the,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.0,2,Lead,Fell/Hung,Sport,,80,5200
2022-07-19,B-Gizzle,5.10d,"Another lap",https://www.mountainproject.com/route/106831583/b-gizzle,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.7,2,TR,,Sport,,60,3500
2022-07-19,B-Gizzle,5.10d,TRonsight,https://www.mountainproject.com/route/106831583/b-gizzle,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.7,2,TR,,Sport,,60,3500
2022-07-19,Subatomic,5.10c,Warmup,https://www.mountainproject.com/route/111911907/subatomic,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.5,1,TR,,Sport,5.10a,115,3200
2022-07-19,"Wind in the Willows (1st anchor)",5.11d,"2nd go send. “Wow” good",https://www.mountainproject.com/route/118574678/wind-in-the-willows-1st-anchor,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,Redpoint,Sport,,80,5500
2022-07-19,"Wind in the Willows (1st anchor)",5.11d,,https://www.mountainproject.com/route/118574678/wind-in-the-willows-1st-anchor,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,Fell/Hung,Sport,,80,5500
2022-07-18,"Flamed Variation",5.10b,Warmup,https://www.mountainproject.com/route/117939805/flamed-variation,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.7,2,Lead,Redpoint,Sport,,85,2900
2022-07-18,"Blast Furnace",5.9,,https://www.mountainproject.com/route/109405817/blast-furnace,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.2,1,Lead,Redpoint,Sport,,80,2400
2022-07-18,"Window Shopper",5.11b,,https://www.mountainproject.com/route/106808833/window-shopper,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.6,3,Lead,Onsight,Sport,,90,4900
2022-07-18,Supergrinder,5.10d,"Just p1",https://www.mountainproject.com/route/106808824/supergrinder,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.9,1,Lead,Onsight,Sport,,200,3500
2022-07-16,Commitment,5.9,"With Catherine! Repeat",https://www.mountainproject.com/route/105867013/commitment,3,"California > Yosemite National Park > Yosemite Valley > Valley North Side > E. Yosemite Falls Area > Five Open Books > First Tier",3.5,4,Lead,Redpoint,Trad,,320,2400
2022-07-13,Munginella,5.6,"With Jocelyn!",https://www.mountainproject.com/route/105867008/munginella,3,"California > Yosemite National Park > Yosemite Valley > Valley North Side > E. Yosemite Falls Area > Five Open Books > First Tier",2.9,3,Lead,Redpoint,Trad,,300,1600
2022-07-12,"Third Pillar, Regular Route",5.10a/b,"With Catherine. Did direct start (plus 1 pitch). I led every one except the standard pitch 2. Honestly a bit disappointed by this one; but had a great day with Catherine, Ciaran, and bella",https://www.mountainproject.com/route/105816995/third-pillar-regular-route,6,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Dana Plateau",3.8,2,Lead,Onsight,Trad,"5.10- PG13",800,2800
2022-07-11,Gimpenator,5.8,"Not very classic",https://www.mountainproject.com/route/111137775/gimpenator,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.4,1,Lead,Onsight,Sport,,83,2100
2022-07-11,"Flamed Variation",5.10b,"Repeat - for ashley",https://www.mountainproject.com/route/117939805/flamed-variation,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.7,2,Lead,Redpoint,Sport,,85,2900
2022-07-11,"Blast Furnace",5.9,Repeat,https://www.mountainproject.com/route/109405817/blast-furnace,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.2,1,Lead,Redpoint,Sport,,80,2400
2022-07-11,"Becky Route",5.9+,Repear,https://www.mountainproject.com/route/106808844/becky-route,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.0,1,Lead,Redpoint,Sport,,100,2500
2022-07-11,"Fu Manchu",5.12b,"2nd go. First 12b!!!",https://www.mountainproject.com/route/110713855/fu-manchu,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.5,3,Lead,Redpoint,Sport,5.12b,115,6900
2022-07-11,"Fu Manchu",5.12b,"2 takes at crux",https://www.mountainproject.com/route/110713855/fu-manchu,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.5,3,Lead,Fell/Hung,Sport,5.12b,115,6900
2022-07-06,"*CLOSED FOR SAFETY* Sons of Yesterday",5.10-,"Wow! So good. With Bella :)",https://www.mountainproject.com/route/105862915/closed-for-safety-sons-of-yesterday,6,"California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Western Royal Arches",3.9,4,Lead,Onsight,Trad,,600,2700
2022-07-06,"*CLOSED FOR SAFETY * Serenity Crack","5.10d PG13","So good! Led 1 and 3. With bella",https://www.mountainproject.com/route/105862912/closed-for-safety-serenity-crack,3,"California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Western Royal Arches",3.9,4,Lead,Onsight,Trad,"5.10d PG13",350,3500
2022-07-05,Giblit,5.10c,"Great climbing sequences!",https://www.mountainproject.com/route/107266908/giblit,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > Mecca",3.0,3,Lead,Onsight,Sport,,70,3200
2022-07-05,"Eye of the Hurricane",5.11b,,https://www.mountainproject.com/route/117891830/eye-of-the-hurricane,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > Mecca",2.8,2,Lead,Redpoint,Sport,5.11b,80,4900
2022-07-05,"Eye of the Hurricane",5.11b,"1 small fall at “delicate” crux. No chalk on hold necessary to use. Fun to find it! Sent second go",https://www.mountainproject.com/route/117891830/eye-of-the-hurricane,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > Mecca",2.8,2,Lead,Fell/Hung,Sport,5.11b,80,4900
2022-07-05,"Rock Monkey Rebellion",5.11-,"1 take, couldn’t figure crux on the fly. Great climb, no chalk",https://www.mountainproject.com/route/117891679/rock-monkey-rebellion,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > Mecca",2.3,2,Lead,Fell/Hung,Sport,5.11a,80,4700
2022-07-05,"Rock Monkey Rebellion",5.11-,"Great crux moves!",https://www.mountainproject.com/route/117891679/rock-monkey-rebellion,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > Mecca",2.3,2,Lead,Redpoint,Sport,5.11a,80,4700
2022-07-04,"East Buttress","5.10c A0","First 6 with ashley. She took a terrible swinging fall and got bruised up so we bailed. 50 crowded variation. Through crux plus 1 pitch",https://www.mountainproject.com/route/105915125/east-buttress,6,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 6. Middle Cathedral Rock",3.6,-1,Lead,Onsight,"Trad, Aid",,1100,3200
2022-06-28,"Absolutely Free, Center",5.9,"With Ciaran! Went the wrong way up the approach slab - stay left at rappel tree!

Led p1 via 5.9 variation and led p3 via laybacking variation. P2 and p3 were excellent. P1 was good after the start ",https://www.mountainproject.com/route/106451171/absolutely-free-center,3,"California > Yosemite National Park > Yosemite Valley > Valley North Side > D. Camp 4 Area > 2. Lower Brother",3.4,3,Lead,Onsight,Trad,,700,2400
2022-06-27,"Swan Slab Gully",5.6,,https://www.mountainproject.com/route/105889783/swan-slab-gully,3,"California > Yosemite National Park > Yosemite Valley > Valley North Side > E. Yosemite Falls Area > A. Swan Slab",2.5,2,Lead,Onsight,Trad,,310,1600
2022-06-27,"Brother in Arms",5.10a,"Just p1, second pitch looked great but too dirty",https://www.mountainproject.com/route/110080432/brother-in-arms,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes",2.0,-1,Lead,Onsight,Trad,,200,2600
2022-06-27,"Unnamed but Beautiful",5.10c,,https://www.mountainproject.com/route/106436232/unnamed-but-beautiful,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes",2.9,2,Lead,Onsight,Trad,,90,3200
2022-06-27,"Something Good",5.9,,https://www.mountainproject.com/route/109500119/something-good,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes",2.6,2,Lead,Onsight,Trad,,80,2400
2022-06-27,"Labor of Love",5.11a,"Led first pitch (11), followed 10b",https://www.mountainproject.com/route/110840254/labor-of-love,2,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes",2.7,3,Lead,Onsight,Trad,5.11a,90,4600
2022-06-27,"Mac Daddy",5.11a,"Simply amazing!",https://www.mountainproject.com/route/106790674/mac-daddy,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > North Buttress Base Routes",3.5,3,Lead,Onsight,Sport,,90,4600
2022-06-27,"Bishops Terrace",5.8,"Fun! With tim. 2x .5-2, 1x 3, 4",https://www.mountainproject.com/route/105872317/bishops-terrace,1,"California > Yosemite National Park > Yosemite Valley > Valley North Side > G. Church Bowl",3.7,4,Lead,Onsight,Trad,,150,2100
2022-06-24,Munginella,5.6,"After work with Tim. Still so fun",https://www.mountainproject.com/route/105867008/munginella,3,"California > Yosemite National Park > Yosemite Valley > Valley North Side > E. Yosemite Falls Area > Five Open Books > First Tier",2.9,3,Lead,Redpoint,Trad,,300,1600
2022-06-22,"Self-Contained Unit",5.10b,"This tick is for route one left of this one. New and not on mp. Felt about 5.10- and fun! 3*",https://www.mountainproject.com/route/107193684/self-contained-unit,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",2.8,3,Lead,Onsight,Sport,,70,2900
2022-06-22,"Self-Contained Unit",5.10b,,https://www.mountainproject.com/route/107193684/self-contained-unit,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",2.8,3,Lead,Onsight,Sport,,70,2900
2022-06-22,"Texas Two-Stepper",5.10+,"Not very fun. Don’t repeat",https://www.mountainproject.com/route/117236715/texas-two-stepper,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",1.8,1,Lead,Onsight,Sport,,65,3300
2022-06-22,"Grab a Handful",5.9,"Ticking for route 1 left of Texas two step. Not on mp, about 5.8",https://www.mountainproject.com/route/107193679/grab-a-handful,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",2.3,2,Lead,Onsight,Sport,,50,2400
2022-06-22,"Grab a Handful",5.9,,https://www.mountainproject.com/route/107193679/grab-a-handful,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",2.3,2,Lead,Onsight,Sport,,50,2400
2022-06-22,Barracuda,5.11a,,https://www.mountainproject.com/route/107193739/barracuda,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.3,2,Lead,Onsight,Sport,5.11-,70,4600
2022-06-21,"Flame Thrower",5.11c,"Sent 2nd go, warmed up. Basically campuses through the roof. 3 feet cuts lol. Poor climbing on my part, but fun!",https://www.mountainproject.com/route/105912905/flame-thrower,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.7,3,Lead,Redpoint,Sport,,90,5200
2022-06-21,"Flame Thrower",5.11c,"Cannot warmup on 11c just yet. Flash pump",https://www.mountainproject.com/route/105912905/flame-thrower,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.7,3,Lead,Fell/Hung,Sport,,90,5200
2022-06-21,"Flamed Variation",5.10b,,https://www.mountainproject.com/route/117939805/flamed-variation,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.7,2,Lead,Onsight,Sport,,85,2900
2022-06-21,"Blast Furnace",5.9,,https://www.mountainproject.com/route/109405817/blast-furnace,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.2,1,Lead,Onsight,Sport,,80,2400
2022-06-21,"It's Not The Wheat",5.12a,"2nd go! Bolt 8-> the anchors is incredible climbing",https://www.mountainproject.com/route/109027776/its-not-the-wheat,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.8,3,Lead,Redpoint,Sport,5.12a,90,6600
2022-06-21,"It's Not The Wheat",5.12a,"1 fall :( close to onsight! Fell at crux, bolt 10",https://www.mountainproject.com/route/109027776/its-not-the-wheat,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.8,3,Lead,Fell/Hung,Sport,5.12a,90,6600
2022-06-21,"Coven (Seriously Though)",5.11b,Re-sent!,https://www.mountainproject.com/route/106831633/coven-seriously-though,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.6,3,Lead,Redpoint,Sport,,100,4900
2022-06-21,"Coven (Seriously Though)",5.11b,"1 fall, missed hold in undercling crux sequence. Unsent",https://www.mountainproject.com/route/106831633/coven-seriously-though,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.6,3,Lead,Fell/Hung,Sport,,100,4900
2022-06-17,"Five and Dime",5.10d,"1 fall tr, immediately following tr “send” - refined beta",https://www.mountainproject.com/route/105870690/five-and-dime,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Au. Five and Dime Cliff",3.7,4,TR,,Trad,5.11-,80,3500
2022-06-17,"Five and Dime",5.10d,"No falls tr immediately following copper penny.

Finger jam, left foot jam, hand jam (elbow against wall), right foot jam, right finger stack, left foot good edge, right foot black edge, get hands higher, right foot into crack, jam up to the good pod!",https://www.mountainproject.com/route/105870690/five-and-dime,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Au. Five and Dime Cliff",3.7,4,TR,,Trad,5.11-,80,3500
2022-06-17,"Copper Penny",5.10a,"Tronsight. Lieback when it gets bigger than 6!",https://www.mountainproject.com/route/105874451/copper-penny,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Au. Five and Dime Cliff",2.7,3,TR,,Trad,,,2600
2022-06-14,"Crying Time Again",5.10a,"W/ Jordan: excellent!",https://www.mountainproject.com/route/105923367/crying-time-again,4,"California > Yosemite National Park > Tuolumne Meadows > Lembert Dome > Northwest Face",3.5,3,Lead,Onsight,Trad,,400,2600
2022-06-13,Catchy,5.10d,"Pulled rope and immediately sent. Great route, happy to climb it again :)",https://www.mountainproject.com/route/105939236/catchy,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aj. Cookie Area > The Cookie Cliff",3.6,4,Lead,Redpoint,Trad,,100,3500
2022-06-13,Catchy,5.10d,"Fell at chains with foot slip :(",https://www.mountainproject.com/route/105939236/catchy,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aj. Cookie Area > The Cookie Cliff",3.6,4,Lead,Fell/Hung,Trad,,100,3500
2022-06-13,"Outer Limits",5.10c,"Lap - excited to go to next anchors with an 80m rope!",https://www.mountainproject.com/route/105874465/outer-limits,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aj. Cookie Area > The Cookie Cliff",3.8,4,TR,,Trad,,190,3200
2022-06-13,"Outer Limits",5.10c,,https://www.mountainproject.com/route/105874465/outer-limits,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aj. Cookie Area > The Cookie Cliff",3.8,4,Lead,Flash,Trad,,190,3200
2022-06-10,"Five and Dime",5.10d,"1 fall - close!

Too tired, got the beta!",https://www.mountainproject.com/route/105870690/five-and-dime,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Au. Five and Dime Cliff",3.7,4,Lead,Fell/Hung,Trad,5.11-,80,3500
2022-06-10,"Five and Dime",5.10d,"1 fall, 1 hang. Hard! Excellent! I can do it! ",https://www.mountainproject.com/route/105870690/five-and-dime,1,"California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Au. Five and Dime Cliff",3.7,4,Lead,Fell/Hung,Trad,5.11-,80,3500
2022-06-08,"West Crack",5.9,,https://www.mountainproject.com/route/105859422/west-crack,5,"California > Yosemite National Park > Tuolumne Meadows > DAFF Area > DAFF Dome > West Face",3.6,4,Lead,Onsight,Trad,,430,2400
